timestamp,station_id,actual_load,predicted_load,absolute_error
2026-09-09 00:00:00,1,0.0,0.0,0.0
2026-09-09 01:00:00,1,0.0,0.0,0.0
2026-09-09 02:00:00,1,1.2833333333333332,0.0,1.2833333333333332
2026-09-09 03:00:00,1,0.0,0.0,0.0
2026-09-09 04:00:00,1,0.0,0.0,0.0
2026-09-09 05:00:00,1,0.0,0.0,0.0
2026-09-09 06:00:00,1,0.0,0.0,0.0
2026-09-09 07:00:00,1,0.0,3.26322794117647,3.26322794117647
2026-09-09 08:00:00,1,0.0,4.169979122315592,4.169979122315592
2026-09-09 09:00:00,1,0.0,0.08793333333333334,0.08793333333333334
2026-09-09 10:00:00,1,0.0,0.0,0.0
2026-09-09 11:00:00,1,0.0,0.6154683449224976,0.6154683449224976
2026-09-09 12:00:00,1,0.0,0.24529275956284158,0.24529275956284158
2026-09-09 13:00:00,1,0.0,0.15934666004089457,0.15934666004089457
2026-09-09 14:00:00,1,0.0,0.0010769230769230769,0.0010769230769230769
2026-09-09 15:00:00,1,0.0,0.006244682639764606,0.006244682639764606
2026-09-09 16:00:00,1,0.0,1.0497614056508082,1.0497614056508082
2026-09-09 17:00:00,1,0.0,1.87359477120468,1.87359477120468
2026-09-09 18:00:00,1,0.0,2.009615238095238,2.009615238095238
2026-09-09 19:00:00,1,0.0,0.9647561814610901,0.9647561814610901
2026-09-09 20:00:00,1,0.0,0.6795051451837566,0.6795051451837566
2026-09-09 21:00:00,1,0.0,5.833082208675822,5.833082208675822
2026-09-09 22:00:00,1,0.0,0.0,0.0
2026-09-09 23:00:00,1,0.0,0.0,0.0
